Date,Temp,Weight
8/1/2022 6:0,35.05,12.9616
8/1/2022 6:5,35.05,12.9609
8/1/2022 6:10,35.0,12.9613
8/1/2022 6:15,35.0,12.9609
8/1/2022 6:20,34.96,12.9609
8/1/2022 6:25,35.0,12.9609
8/1/2022 6:30,35.0,12.9609
8/1/2022 6:35,35.05,12.9609
8/1/2022 6:40,34.96,12.96
8/1/2022 6:45,34.96,12.96
8/1/2022 6:50,34.92,12.9569
8/1/2022 6:55,34.92,12.96
8/1/2022 7:0,34.92,12.96
8/1/2022 7:5,34.92,12.96
8/1/2022 7:10,34.92,12.9576
8/1/2022 7:15,34.92,12.9576
8/1/2022 7:20,34.92,12.9573
8/1/2022 7:25,34.96,12.9557
8/1/2022 7:30,34.92,12.9542
8/1/2022 7:35,34.88,12.9542
8/1/2022 7:40,34.92,12.9533
8/1/2022 7:45,34.83,12.952
8/1/2022 7:50,34.92,12.9511
8/1/2022 7:55,34.92,12.9517
8/1/2022 8:0,34.92,12.9511
8/1/2022 8:5,34.88,12.9505
8/1/2022 8:10,34.92,12.9486
8/1/2022 8:15,34.92,12.9483
8/1/2022 8:20,34.88,12.9465
8/1/2022 8:25,34.88,12.9446
8/1/2022 8:30,34.83,12.944
8/1/2022 8:35,34.83,12.9431
8/1/2022 8:40,34.75,12.9406
8/1/2022 8:45,34.75,12.9413
8/1/2022 8:50,34.79,12.9397
8/1/2022 8:55,34.83,12.9397
8/1/2022 9:0,34.83,12.9397
8/1/2022 9:5,34.88,12.9373
8/1/2022 9:10,34.88,12.9345
8/1/2022 9:15,34.88,12.9345
8/1/2022 9:20,34.92,12.9339
8/1/2022 9:25,34.88,12.932
8/1/2022 9:30,34.92,12.9305
8/1/2022 9:35,34.96,12.929
8/1/2022 9:40,34.88,12.929
8/1/2022 9:45,34.88,12.928
8/1/2022 9:50,34.88,12.9286
8/1/2022 9:55,34.92,12.9246
8/1/2022 10:0,34.88,12.928
8/1/2022 10:5,34.88,12.9274
8/1/2022 10:10,34.83,12.928
8/1/2022 10:15,34.83,12.9268
8/1/2022 10:20,34.83,12.9268
8/1/2022 10:25,34.83,12.9265
8/1/2022 10:30,34.83,12.9243
8/1/2022 10:35,34.88,12.9246
8/1/2022 10:40,34.79,12.9243
8/1/2022 10:45,34.79,12.9246
8/1/2022 10:50,34.79,12.9234
8/1/2022 10:55,34.79,12.9234
8/1/2022 11:0,34.79,12.9234
8/1/2022 11:5,34.79,12.9237
8/1/2022 11:10,34.79,12.9237
8/1/2022 11:15,34.75,12.9234
8/1/2022 11:20,34.75,12.9234
8/1/2022 11:25,34.7,12.9246
8/1/2022 11:30,34.7,12.8711
8/1/2022 11:35,34.7,12.9265
8/1/2022 11:40,34.7,12.9243
8/1/2022 11:45,34.75,12.9176
8/1/2022 11:50,34.66,12.9234
8/1/2022 11:55,34.66,12.9206
8/2/2022 6:0,35.82,12.864
8/2/2022 6:5,35.82,12.8637
8/2/2022 6:10,35.86,12.8637
8/2/2022 6:15,35.78,12.8634
8/2/2022 6:20,35.78,12.8634
8/2/2022 6:25,35.78,12.8637
8/2/2022 6:30,35.73,12.8619
8/2/2022 6:35,35.78,12.8619
8/2/2022 6:40,35.78,12.8625
