Date,Temp,Weight
6/21/2022 6:0,25.01,11.8922
6/21/2022 6:5,25.01,11.8922
6/21/2022 6:10,25.05,11.8953
6/21/2022 6:15,25.05,11.8987
6/21/2022 6:20,25.05,11.9017
6/21/2022 6:25,25.09,11.9079
6/21/2022 6:30,25.09,11.914
6/21/2022 6:35,25.18,11.9236
6/21/2022 6:40,25.22,11.927
6/21/2022 6:45,25.18,11.9331
6/21/2022 6:50,25.22,11.9396
6/21/2022 6:55,25.22,11.9423
6/21/2022 7:0,25.22,11.9454
6/21/2022 7:5,25.31,11.9488
6/21/2022 7:10,25.27,11.955
6/21/2022 7:15,25.27,11.9546
6/21/2022 7:20,25.27,11.9611
6/21/2022 7:25,25.35,11.9642
6/21/2022 7:30,25.39,11.9673
6/21/2022 7:35,25.35,11.9703
6/21/2022 7:40,25.35,11.9734
6/21/2022 7:45,25.35,11.9762
6/21/2022 7:50,25.39,11.9826
6/21/2022 7:55,25.44,11.9854
6/21/2022 8:0,25.39,11.9888
6/21/2022 8:5,25.44,11.9913
6/21/2022 8:10,25.44,11.9913
6/21/2022 8:15,25.39,11.994
6/21/2022 8:20,25.48,11.994
6/21/2022 8:25,25.48,11.9974
6/21/2022 8:30,25.48,11.9974
6/21/2022 8:35,25.44,11.9971
6/21/2022 8:40,25.48,11.9971
6/21/2022 8:45,25.48,11.9968
6/21/2022 8:50,25.48,11.9999
6/21/2022 8:55,25.52,12.0026
6/21/2022 9:0,25.48,12.0023
6/21/2022 9:5,25.48,12.0051
6/21/2022 9:10,25.52,12.0048
6/21/2022 9:15,25.52,12.0079
6/21/2022 9:20,25.52,12.0076
6/21/2022 9:25,25.61,12.0103
6/21/2022 9:30,25.57,12.01
6/21/2022 9:35,25.52,12.0131
6/21/2022 9:40,25.57,12.0162
6/21/2022 9:45,25.52,12.0193
6/21/2022 9:50,25.61,12.0196
6/21/2022 9:55,25.61,12.0196
6/21/2022 10:0,25.57,12.2211
6/21/2022 10:5,25.57,12.0451
6/21/2022 10:10,25.57,12.0226
6/21/2022 10:15,25.57,12.2115
6/21/2022 10:20,25.57,7.332
6/21/2022 10:25,25.57,11.4403
6/21/2022 10:30,25.61,11.9842
6/21/2022 10:35,25.61,11.9903
6/21/2022 10:40,25.57,11.994
6/21/2022 10:45,25.57,11.9971
6/21/2022 10:50,25.52,11.9968
6/21/2022 10:55,25.44,12.0002
6/21/2022 11:0,25.35,12.0036
6/21/2022 11:5,25.22,12.0069
6/21/2022 11:10,25.05,12.0356
6/21/2022 11:15,24.97,12.0356
6/21/2022 11:20,24.79,12.0359
6/21/2022 11:25,24.66,12.0393
6/21/2022 11:30,24.54,12.0359
6/21/2022 11:35,24.41,12.0356
6/21/2022 11:40,24.32,12.0359
6/21/2022 11:45,24.28,12.0359
6/21/2022 11:50,24.24,12.0328
