Date,Temp,Weight
6/21/2022 0:0,23.42,14.361
6/21/2022 0:5,23.46,14.3601
6/21/2022 0:10,23.42,14.3595
6/21/2022 0:15,23.46,14.3592
6/21/2022 0:20,23.42,14.3589
6/21/2022 0:25,23.38,14.3583
6/21/2022 0:30,23.34,14.3579
6/21/2022 0:35,23.34,14.3573
6/21/2022 0:40,23.38,14.357
6/21/2022 0:45,23.46,14.3561
6/21/2022 0:50,23.51,14.3561
6/21/2022 0:55,23.46,14.3558
6/21/2022 1:0,23.46,14.3552
6/21/2022 1:5,23.42,14.3549
6/21/2022 1:10,23.34,14.3546
6/21/2022 1:15,23.29,14.3543
6/21/2022 1:20,23.34,14.3536
6/21/2022 1:25,23.38,14.3533
6/21/2022 1:30,23.46,14.353
6/21/2022 1:35,23.51,14.3524
6/21/2022 1:40,23.46,14.3521
6/21/2022 1:45,23.38,14.3518
6/21/2022 1:50,23.38,14.3512
6/21/2022 1:55,23.29,14.3512
6/21/2022 2:0,23.29,14.3506
6/21/2022 2:5,23.34,14.3506
6/21/2022 2:10,23.38,14.3499
6/21/2022 2:15,23.42,14.3496
6/21/2022 2:20,23.46,14.3493
6/21/2022 2:25,23.42,14.3493
6/21/2022 2:30,23.42,14.3487
6/21/2022 2:35,23.38,14.3484
6/21/2022 2:40,23.34,14.3481
6/21/2022 2:45,23.29,14.3475
6/21/2022 2:50,23.29,14.3472
6/21/2022 2:55,23.38,14.3472
6/21/2022 3:0,23.46,14.3463
6/21/2022 3:5,23.51,14.3459
6/21/2022 3:10,23.59,14.3456
6/21/2022 3:15,23.59,14.3447
6/21/2022 3:20,23.68,14.3447
6/21/2022 3:25,23.72,14.3438
6/21/2022 3:30,23.76,14.3429
6/21/2022 3:35,23.85,14.3429
6/21/2022 3:40,23.89,14.3423
6/21/2022 3:45,23.98,14.3423
6/21/2022 3:50,24.02,14.3413
6/21/2022 3:55,24.06,14.341
6/21/2022 4:0,24.15,14.3404
6/21/2022 4:5,24.19,14.3404
6/21/2022 4:10,24.24,14.3398
6/21/2022 4:15,24.32,14.3389
6/21/2022 4:20,24.32,14.3386
6/21/2022 4:25,24.41,14.3379
6/21/2022 4:30,24.45,14.3379
6/21/2022 4:35,24.45,14.3376
6/21/2022 4:40,24.54,14.3367
6/21/2022 4:45,24.58,14.3355
6/21/2022 4:50,24.62,14.3204
6/21/2022 4:55,24.62,14.2921
6/21/2022 5:0,24.71,14.2678
6/21/2022 5:5,24.75,14.258
6/21/2022 5:10,24.79,14.2546
6/21/2022 5:15,24.79,14.2552
6/21/2022 5:20,24.84,14.2604
6/21/2022 5:25,24.88,14.2638
6/21/2022 5:30,24.92,14.2706
6/21/2022 5:35,24.92,14.2758
6/21/2022 5:40,24.92,14.282
6/21/2022 5:45,25.05,14.2887
6/21/2022 5:50,25.01,14.2955
6/21/2022 5:55,25.09,14.298
6/22/2022 0:0,35.9,14.302
6/22/2022 0:5,35.9,14.3001
6/22/2022 0:10,35.86,14.3016
6/22/2022 0:15,35.99,14.3007
6/22/2022 0:20,35.86,14.3001
6/22/2022 0:25,35.9,14.2992
6/22/2022 0:30,35.9,14.2989
6/22/2022 0:35,35.9,14.297
6/22/2022 0:40,35.86,14.297
6/22/2022 0:45,35.95,14.2961
6/22/2022 0:50,35.95,14.2958
6/22/2022 0:55,35.99,14.2955
6/22/2022 1:0,35.99,14.2946
6/22/2022 1:5,36.16,14.294
6/22/2022 1:10,36.03,14.2936
6/22/2022 1:15,35.99,14.2936
6/22/2022 1:20,35.99,14.2912
6/22/2022 1:25,35.95,14.2921
6/22/2022 1:30,35.95,14.29
6/22/2022 1:35,35.99,14.29
6/22/2022 1:40,36.03,14.2906
6/22/2022 1:45,36.03,14.29
6/22/2022 1:50,36.08,14.2887
6/22/2022 1:55,36.03,14.289
6/22/2022 2:0,35.99,14.2875
6/22/2022 2:5,35.99,14.2866
6/22/2022 2:10,36.03,14.2872
6/22/2022 2:15,35.99,14.286
6/22/2022 2:20,35.95,14.286
6/22/2022 2:25,35.95,14.2835
6/22/2022 2:30,35.9,14.282
6/22/2022 2:35,35.82,14.2823
6/22/2022 2:40,35.82,14.2817
6/22/2022 2:45,35.78,14.281
6/22/2022 2:50,35.78,14.2813
6/22/2022 2:55,35.78,14.2813
6/22/2022 3:0,35.82,14.2795
6/22/2022 3:5,35.73,14.2801
6/22/2022 3:10,35.86,14.2795
6/22/2022 3:15,35.82,14.2789
6/22/2022 3:20,35.86,14.2783
6/22/2022 3:25,35.9,14.2783
6/22/2022 3:30,35.9,14.278
6/22/2022 3:35,35.95,14.2773
6/22/2022 3:40,35.9,14.2773
6/22/2022 3:45,35.9,14.2764
6/22/2022 3:50,35.9,14.2761
6/22/2022 3:55,35.9,14.2752
6/22/2022 4:0,35.95,14.2749
6/22/2022 4:5,35.95,14.2733
6/22/2022 4:10,35.95,14.2737
6/22/2022 4:15,35.95,14.2733
6/22/2022 4:20,35.99,14.2724
6/22/2022 4:25,35.99,14.2724
6/22/2022 4:30,36.03,14.2715
6/22/2022 4:35,36.08,14.2706
6/22/2022 4:40,36.03,14.269
6/22/2022 4:45,36.03,14.2663
6/22/2022 4:50,35.95,14.2549
6/22/2022 4:55,35.95,14.2223
6/22/2022 5:0,35.95,14.1995
6/22/2022 5:5,36.03,14.1897
6/22/2022 5:10,36.08,14.1863
6/22/2022 5:15,36.03,14.1921
6/22/2022 5:20,36.08,14.1974
6/22/2022 5:25,36.25,14.2063
6/22/2022 5:30,36.38,14.217
6/22/2022 5:35,36.51,14.2223
6/22/2022 5:40,36.33,14.2334
6/22/2022 5:45,36.29,14.2395
6/22/2022 5:50,36.21,14.242
6/22/2022 5:55,36.21,14.2475
6/23/2022 0:0,36.16,14.3226
6/23/2022 0:5,36.21,14.3204
6/23/2022 0:10,36.25,14.3213
6/23/2022 0:15,36.21,14.3204
6/23/2022 0:20,36.25,14.317
6/23/2022 0:25,36.29,14.2752
6/23/2022 0:30,36.25,14.317
6/23/2022 0:35,36.25,14.317
6/23/2022 0:40,36.25,14.3161
6/23/2022 0:45,36.29,14.3158
6/23/2022 0:50,36.38,14.3146
6/23/2022 0:55,36.33,14.314
6/23/2022 1:0,36.33,14.313
6/23/2022 1:5,36.25,14.3127
6/23/2022 1:10,36.21,14.3127
6/23/2022 1:15,36.21,14.3121
6/23/2022 1:20,36.08,14.3109
6/23/2022 1:25,36.03,14.3106
6/23/2022 1:30,36.03,14.3103
6/23/2022 1:35,35.99,14.31
6/23/2022 1:40,36.08,14.3075
6/23/2022 1:45,36.12,14.3078
6/23/2022 1:50,36.08,14.3069
6/23/2022 1:55,36.08,14.3066
6/23/2022 2:0,35.99,14.305
6/23/2022 2:5,35.99,14.305
6/23/2022 2:10,35.99,14.3047
6/23/2022 2:15,35.82,14.3038
6/23/2022 2:20,35.82,14.3032
6/23/2022 2:25,35.82,14.3029
6/23/2022 2:30,35.73,14.302
6/23/2022 2:35,35.73,14.301
6/23/2022 2:40,35.69,14.2998
6/23/2022 2:45,35.73,14.3001
6/23/2022 2:50,35.73,14.2992
6/23/2022 2:55,35.73,14.2989
6/23/2022 3:0,35.73,14.2989
6/23/2022 3:5,35.73,14.2967
6/23/2022 3:10,35.78,14.2958
6/23/2022 3:15,35.82,14.2958
6/23/2022 3:20,35.82,14.2946
6/23/2022 3:25,35.82,14.2936
6/23/2022 3:30,35.86,14.2933
6/23/2022 3:35,35.9,14.2927
6/23/2022 3:40,35.95,14.2924
6/23/2022 3:45,35.99,14.2912
6/23/2022 3:50,36.03,14.2906
6/23/2022 3:55,36.03,14.2906
6/23/2022 4:0,35.99,14.289
6/23/2022 4:5,35.99,14.289
6/23/2022 4:10,36.03,14.2884
6/23/2022 4:15,35.99,14.2872
6/23/2022 4:20,35.95,14.2869
6/23/2022 4:25,35.95,14.2844
6/23/2022 4:30,35.99,14.2838
6/23/2022 4:35,35.99,14.2838
6/23/2022 4:40,35.95,14.282
6/23/2022 4:45,35.99,14.2795
6/23/2022 4:50,35.86,14.2684
6/23/2022 4:55,35.86,14.2346
6/23/2022 5:0,35.86,14.2134
6/23/2022 5:5,35.9,14.1986
6/23/2022 5:10,35.86,14.1943
6/23/2022 5:15,35.82,14.1952
6/23/2022 5:20,35.9,14.1995
6/23/2022 5:25,35.9,14.2094
6/23/2022 5:30,35.86,14.217
6/23/2022 5:35,35.86,14.2281
6/23/2022 5:40,35.86,14.2358
6/23/2022 5:45,35.9,14.2426
6/23/2022 5:50,35.82,14.2161
6/23/2022 5:55,35.9,14.254
6/24/2022 0:0,35.78,14.3176
6/24/2022 0:5,35.86,14.321
6/24/2022 0:10,35.9,14.3198
6/24/2022 0:15,35.86,14.3146
6/24/2022 0:20,35.9,14.3189
6/24/2022 0:25,35.95,14.3173
6/24/2022 0:30,35.99,14.3183
6/24/2022 0:35,36.03,14.317
6/24/2022 0:40,36.03,14.3164
6/24/2022 0:45,35.99,14.3161
6/24/2022 0:50,35.9,14.3155
6/24/2022 0:55,35.86,14.3146
6/24/2022 1:0,35.78,14.3149
6/24/2022 1:5,35.82,14.3133
6/24/2022 1:10,35.86,14.3133
6/24/2022 1:15,35.86,14.313
6/24/2022 1:20,35.9,14.3121
6/24/2022 1:25,35.82,14.3118
6/24/2022 1:30,35.9,14.3109
6/24/2022 1:35,35.86,14.3103
6/24/2022 1:40,36.03,14.31
6/24/2022 1:45,36.12,14.309
