Date,Temp,Weight
8/1/2022 20:0,35.73,16.6619
8/1/2022 20:5,35.73,16.6616
8/1/2022 20:10,35.73,16.6606
8/1/2022 20:15,35.78,16.6597
8/1/2022 20:20,35.78,16.6591
8/1/2022 20:25,35.82,16.6576
8/1/2022 20:30,35.82,16.6579
8/1/2022 20:35,35.86,16.657
8/1/2022 20:40,35.86,16.6566
8/1/2022 20:45,35.9,16.6557
8/1/2022 20:50,35.95,16.6554
8/1/2022 20:55,35.9,16.6551
8/1/2022 21:0,35.9,16.6545
8/1/2022 21:5,35.95,16.6545
8/1/2022 21:10,35.99,16.6536
8/1/2022 21:15,35.95,16.6536
8/1/2022 21:20,35.95,16.6526
8/1/2022 21:25,35.9,16.652
8/1/2022 21:30,35.86,16.6517
8/1/2022 21:35,35.86,16.6511
8/1/2022 21:40,35.9,16.6511
8/1/2022 21:45,35.9,16.6508
8/1/2022 21:50,35.95,16.6499
8/1/2022 21:55,35.99,16.6496
8/1/2022 22:0,36.03,16.6496
8/1/2022 22:5,35.99,16.6496
8/1/2022 22:10,36.03,16.6493
8/1/2022 22:15,36.03,16.6486
8/1/2022 22:20,36.03,16.6483
8/1/2022 22:25,36.12,16.6483
8/1/2022 22:30,36.16,16.648
8/1/2022 22:35,36.12,16.648
8/1/2022 22:40,36.16,16.6471
8/1/2022 22:45,36.16,16.6462
8/1/2022 22:50,36.16,16.6468
8/1/2022 22:55,36.16,16.6465
8/1/2022 23:0,36.16,16.6459
8/1/2022 23:5,36.16,16.6459
8/1/2022 23:10,36.08,16.6459
8/1/2022 23:15,36.12,16.6453
8/1/2022 23:20,36.12,16.6453
8/1/2022 23:25,36.12,16.645
8/1/2022 23:30,36.08,16.6446
8/1/2022 23:35,36.12,16.6443
8/1/2022 23:40,36.12,16.645
8/1/2022 23:45,36.12,16.6443
8/1/2022 23:50,36.08,16.644
8/1/2022 23:55,36.03,16.6437
8/2/2022 20:0,36.21,16.7049
8/2/2022 20:5,36.25,16.7043
8/2/2022 20:10,36.25,16.6954
8/2/2022 20:15,36.21,16.7013
8/2/2022 20:20,36.25,16.7009
8/2/2022 20:25,36.29,16.7
8/2/2022 20:30,36.29,16.6991
8/2/2022 20:35,36.25,16.6982
8/2/2022 20:40,36.21,16.6982
8/2/2022 20:45,36.16,16.6973
8/2/2022 20:50,36.16,16.696
8/2/2022 20:55,36.12,16.6957
8/2/2022 21:0,36.08,16.6951
8/2/2022 21:5,36.08,16.6942
8/2/2022 21:10,36.12,16.6939
8/2/2022 21:15,36.16,16.6929
8/2/2022 21:20,36.16,16.6926
8/2/2022 21:25,36.12,16.6923
8/2/2022 21:30,36.12,16.6914
8/2/2022 21:35,36.08,16.692
8/2/2022 21:40,36.08,16.6911
8/2/2022 21:45,36.12,16.6893
8/2/2022 21:50,36.12,16.6889
8/2/2022 21:55,36.08,16.6874
8/2/2022 22:0,36.08,16.6871
8/2/2022 22:5,36.03,16.6868
8/2/2022 22:10,36.08,16.6859
8/2/2022 22:15,36.08,16.6853
