Date,Temp,Weight
7/1/2022 6:0,35.99,15.6823
7/1/2022 6:5,35.95,15.686
7/1/2022 6:10,35.95,15.6937
7/1/2022 6:15,35.9,15.6977
7/1/2022 6:20,35.95,15.7017
7/1/2022 6:25,35.9,15.7057
7/1/2022 6:30,35.95,15.71
7/1/2022 6:35,35.95,15.7137
7/1/2022 6:40,35.95,15.7177
7/1/2022 6:45,35.9,15.7208
7/1/2022 6:50,35.86,15.7239
7/1/2022 6:55,35.9,15.7254
7/1/2022 7:0,35.9,15.727
7/1/2022 7:5,35.86,15.7291
7/1/2022 7:10,35.82,15.731
7/1/2022 7:15,35.86,15.7328
7/1/2022 7:20,35.95,15.734
7/1/2022 7:25,35.9,15.7325
7/1/2022 7:30,35.95,15.7316
7/1/2022 7:35,35.95,15.7291
7/1/2022 7:40,35.9,15.7248
7/1/2022 7:45,35.95,15.7273
7/1/2022 7:50,35.95,15.726
7/1/2022 7:55,35.95,15.7251
7/1/2022 8:0,35.86,15.7211
7/1/2022 8:5,35.9,15.7208
7/1/2022 8:10,35.95,15.7211
7/1/2022 8:15,35.95,15.7199
7/1/2022 8:20,35.95,15.7223
7/1/2022 8:25,35.99,15.722
7/1/2022 8:30,35.99,15.7233
7/1/2022 8:35,35.99,15.7217
7/1/2022 8:40,35.99,15.7214
7/1/2022 8:45,35.99,15.7217
7/1/2022 8:50,36.03,15.7211
7/1/2022 8:55,35.99,15.7226
7/1/2022 9:0,35.99,15.7248
7/1/2022 9:5,36.03,15.726
7/1/2022 9:10,36.03,15.7297
7/1/2022 9:15,35.99,15.6667
7/1/2022 9:20,35.99,15.7337
7/1/2022 9:25,35.99,15.7362
7/1/2022 9:30,35.99,15.739
7/1/2022 9:35,35.95,15.7383
7/1/2022 9:40,35.95,15.7383
7/1/2022 9:45,35.99,15.7408
7/1/2022 9:50,35.95,15.7426
7/1/2022 9:55,35.95,15.7448
7/1/2022 10:0,35.9,15.7473
7/1/2022 10:5,35.95,15.75
7/1/2022 10:10,35.99,15.7513
7/1/2022 10:15,36.03,15.7543
7/1/2022 10:20,36.03,15.7568
7/1/2022 10:25,35.95,15.7596
7/1/2022 10:30,35.9,15.7593
7/1/2022 10:35,35.95,15.762
7/1/2022 10:40,35.95,15.7626
7/1/2022 10:45,35.99,15.762
7/1/2022 10:50,35.99,15.7636
7/1/2022 10:55,35.95,15.7611
7/1/2022 11:0,35.95,15.7654
