Date,Temp,Weight
9/1/2022 16:0,35.0,12.2718
9/1/2022 16:5,35.0,12.2715
9/1/2022 16:10,35.05,12.2697
9/1/2022 16:15,35.0,12.2669
9/1/2022 16:20,35.05,12.2635
9/1/2022 16:25,35.05,12.2654
9/1/2022 16:30,35.05,12.2663
9/1/2022 16:35,35.05,12.2648
9/1/2022 16:40,35.09,12.2644
9/1/2022 16:45,35.05,12.2651
9/1/2022 16:50,35.05,12.2641
9/1/2022 16:55,35.05,12.2641
9/1/2022 17:0,35.09,12.2648
9/1/2022 17:5,35.05,12.2641
9/1/2022 17:10,35.13,12.2629
9/1/2022 17:15,35.09,12.2632
9/1/2022 17:20,35.13,12.2632
9/1/2022 17:25,35.18,12.2626
9/1/2022 17:30,35.18,12.262
9/1/2022 17:35,35.22,12.262
9/1/2022 17:40,35.22,12.262
9/1/2022 17:45,35.18,12.2614
9/1/2022 17:50,35.22,12.2595
9/1/2022 17:55,35.26,12.2601
9/1/2022 18:0,35.3,12.2586
9/1/2022 18:5,35.3,12.2589
9/1/2022 18:10,35.35,12.258
9/1/2022 18:15,35.35,12.258
9/1/2022 18:20,35.3,12.2586
9/1/2022 18:25,35.35,12.2568
9/1/2022 18:30,35.35,12.2568
9/1/2022 18:35,35.39,12.2571
9/1/2022 18:40,35.35,12.2564
9/1/2022 18:45,35.39,12.2574
9/1/2022 18:50,35.39,12.2555
9/1/2022 18:55,35.35,12.2564
9/1/2022 19:0,35.39,12.2549
9/1/2022 19:5,35.43,12.2552
9/1/2022 19:10,35.43,12.2543
9/1/2022 19:15,35.43,12.2543
9/1/2022 19:20,35.43,12.2549
9/1/2022 19:25,35.48,12.254
9/1/2022 19:30,35.52,12.254
9/1/2022 19:35,35.48,12.2537
9/1/2022 19:40,35.48,12.2537
9/1/2022 19:45,35.52,12.2531
9/1/2022 19:50,35.43,12.2518
9/1/2022 19:55,35.48,12.2512
9/2/2022 16:0,34.75,12.2497
9/2/2022 16:5,34.79,12.2478
9/2/2022 16:10,34.79,12.2488
9/2/2022 16:15,34.83,12.2435
9/2/2022 16:20,34.83,12.2481
9/2/2022 16:25,34.83,12.2481
9/2/2022 16:30,34.83,12.2469
9/2/2022 16:35,34.88,12.246
9/2/2022 16:40,34.88,12.2441
9/2/2022 16:45,34.83,12.2432
9/2/2022 16:50,34.88,12.2448
9/2/2022 16:55,34.83,12.2451
9/2/2022 17:0,34.88,12.2432
9/2/2022 17:5,34.83,12.2441
9/2/2022 17:10,34.83,12.2441
9/2/2022 17:15,34.83,12.2432
9/2/2022 17:20,34.88,12.242
