Date,Temp,Weight
7/1/2022 16:0,35.6,15.0111
7/1/2022 16:5,35.56,15.0126
7/1/2022 16:10,35.56,15.0092
7/1/2022 16:15,35.6,15.0061
7/1/2022 16:20,35.6,15.0028
7/1/2022 16:25,35.65,14.9991
7/1/2022 16:30,35.65,14.9972
7/1/2022 16:35,35.73,14.9963
7/1/2022 16:40,35.65,15.0
7/1/2022 16:45,35.65,15.0074
7/1/2022 16:50,35.69,15.0154
7/1/2022 16:55,35.69,15.0181
7/1/2022 17:0,35.6,15.0181
7/1/2022 17:5,35.69,15.0157
7/1/2022 17:10,35.73,15.0129
7/1/2022 17:15,35.69,15.0083
7/1/2022 17:20,35.69,15.0071
7/1/2022 17:25,35.65,15.0046
7/1/2022 17:30,35.65,15.0018
7/1/2022 17:35,35.6,15.0015
7/1/2022 17:40,35.6,14.9991
7/1/2022 17:45,35.6,14.9969
7/1/2022 17:50,35.65,14.9963
7/1/2022 17:55,35.73,14.9954
7/1/2022 18:0,35.69,14.9938
7/1/2022 18:5,35.73,14.9929
7/1/2022 18:10,35.73,14.9911
7/1/2022 18:15,35.69,14.9911
7/1/2022 18:20,35.73,14.9911
7/1/2022 18:25,35.73,14.9905
7/1/2022 18:30,35.73,14.9905
7/1/2022 18:35,35.69,14.9908
7/1/2022 18:40,35.69,14.9914
7/1/2022 18:45,35.6,14.9911
7/1/2022 18:50,35.65,14.9911
7/1/2022 18:55,35.6,14.9902
7/1/2022 19:0,35.65,14.9889
7/1/2022 19:5,35.65,14.9886
7/1/2022 19:10,35.69,14.988
7/1/2022 19:15,35.69,14.9883
7/1/2022 19:20,35.73,14.9886
7/1/2022 19:25,35.73,14.988
7/1/2022 19:30,35.73,14.9877
7/1/2022 19:35,35.69,14.9877
7/1/2022 19:40,35.73,14.9868
7/1/2022 19:45,35.73,14.9868
7/1/2022 19:50,35.73,14.9862
7/1/2022 19:55,35.73,14.9849
7/2/2022 16:0,35.73,14.8886
7/2/2022 16:5,35.73,14.8859
7/2/2022 16:10,35.73,14.8874
7/2/2022 16:15,35.78,14.8874
7/2/2022 16:20,35.78,14.8348
7/2/2022 16:25,35.82,14.8856
7/2/2022 16:30,35.82,14.8828
7/2/2022 16:35,35.82,14.8806
7/2/2022 16:40,35.86,14.8809
7/2/2022 16:45,35.82,14.8809
7/2/2022 16:50,35.82,14.8797
7/2/2022 16:55,35.78,14.8791
7/2/2022 17:0,35.73,14.8794
7/2/2022 17:5,35.69,14.8791
7/2/2022 17:10,35.73,14.8803
7/2/2022 17:15,35.69,14.8828
7/2/2022 17:20,35.73,14.8859
7/2/2022 17:25,35.69,14.8865
7/2/2022 17:30,35.69,14.8865
7/2/2022 17:35,35.78,14.8917
7/2/2022 17:40,35.82,14.8926
7/2/2022 17:45,35.82,14.892
7/2/2022 17:50,35.82,14.8902
7/2/2022 17:55,35.82,14.8899
7/2/2022 18:0,35.82,14.8856
7/2/2022 18:5,35.9,14.8846
7/2/2022 18:10,35.9,14.8711
7/2/2022 18:15,35.99,14.8892
7/2/2022 18:20,35.86,14.888
7/2/2022 18:25,35.9,14.8877
7/2/2022 18:30,35.9,14.8865
7/2/2022 18:35,35.86,14.8859
7/2/2022 18:40,35.82,14.8877
7/2/2022 18:45,35.82,14.8886
7/2/2022 18:50,35.78,14.8892
7/2/2022 18:55,35.82,14.8902
7/2/2022 19:0,35.86,14.8932
7/2/2022 19:5,35.86,14.896
7/2/2022 19:10,35.9,14.9019
7/2/2022 19:15,35.9,14.9071
